Communication Skills,Core Branch,Programming Language,Other Technical Skills,Certification Course,Backlog,10th Score (%),12th Score (%),Attendance (%),Company,Eligibility
9,AIML,"Kotlin, Java, Python, C++",DSA,0,1,86.86047229124149,73.27625139589986,75.37356111834112,Company B,0
7,Cyber Security,"Java, C++, Python","Web development, DSA, Android Development, Machine Learning, Data Analytics",1,0,60.174383198263214,84.97699708737571,89.53566547744231,Company C,0
8,AIML,"Kotlin, Python","Android Development, Web development, Machine Learning, DSA",0,0,96.98604421620723,93.02434690030375,90.96862232665435,Company C,0
5,DS,"Java, C++, Python","DBMS, Machine Learning",1,0,64.50016532952365,97.47095798092008,84.28114617538186,Company C,0
8,CS,"Kotlin, Java, Python","Web development, Data Analytics",0,1,63.795369205902986,92.12496664716154,60.9074736872979,Company A,1
9,Cyber Security,"Java, Kotlin, Python","Android Development, Data Analytics",0,1,73.32030532208977,77.06695922463219,97.24089116283976,Company C,0
9,AIML,Python,"Data Analytics, Machine Learning, DSA, Web development",1,0,74.94265144156323,85.39656941248256,87.44933120385791,Company C,0
5,CS,"C++, Java, Python, Kotlin","Machine Learning, DSA, Android Development, Data Analytics",0,0,68.57200289291515,94.25197306864467,61.367817996847556,Company C,0
7,CS,Java,"Machine Learning, Web development, DBMS, Android Development",0,1,83.40486643708499,79.62438753246957,92.75331596856472,Company B,0
6,AIML,"C++, Java, Kotlin, Python",Android Development,0,0,77.71656392167854,68.6674657482157,68.01064618871985,Company B,1
5,CS,"Python, Kotlin","Web development, Machine Learning, DBMS, DSA, Data Analytics, Android Development",1,0,61.3670235616435,66.78893758991492,83.16884758284428,Company C,0
6,CS,"C++, Python",Web development,0,0,72.78608249021202,60.00630978312227,78.66537479800749,Company A,1
10,Cyber Security,"C++, Kotlin, Java","Android Development, DBMS",1,1,92.41731654292681,88.72951979925136,76.79355129420307,Company C,0
6,CS,"Java, Kotlin, C++, Python","Web development, Machine Learning, DSA, Data Analytics, Android Development, DBMS",0,0,87.58806139447475,64.44388835383963,95.5885488049759,Company B,0
7,Cyber Security,"Python, C++, Java, Kotlin","Data Analytics, Web development, Android Development",0,0,88.99483414319522,69.75356398783762,77.49445166250459,Company B,0
10,CS,"Java, C++, Kotlin, Python","Android Development, DBMS",0,0,87.92467696334094,71.91505326091173,63.01376470292603,Company A,0
6,DS,"C++, Java, Kotlin","Machine Learning, Data Analytics, DSA, Android Development, Web development",0,0,72.43892085532133,82.41519440547073,97.8655490885981,Company A,0
10,DS,"Python, C++, Kotlin",Web development,1,1,63.98655688307103,75.91829109183077,96.8214092495851,Company A,1
6,Cyber Security,"Kotlin, Python","Data Analytics, Web development, DSA, Machine Learning",0,1,70.89868736132384,86.98695968092647,87.37730758326396,Company B,0
7,Cyber Security,Java,Android Development,1,1,93.27141200740637,62.225546373148106,78.715701125281,Company B,0
6,DS,"Python, C++, Java, Kotlin","Android Development, Machine Learning, DBMS, Data Analytics",1,0,99.21883191132284,64.95756777057758,63.71437891774085,Company A,0
6,CS,"Java, Python, C++, Kotlin","Web development, DBMS, Machine Learning, Data Analytics, Android Development, DSA",0,1,79.75388058966246,79.96846014133067,91.62992474309905,Company A,0
6,Cyber Security,Python,"Web development, DSA, Machine Learning, Android Development, DBMS",0,0,60.38801419692169,73.4785915138732,63.01911657696116,Company A,0
5,AIML,"Java, Kotlin, C++, Python","Data Analytics, Machine Learning, Android Development, DSA, Web development, DBMS",1,1,65.60179248536916,71.83253451005439,62.74403939580583,Company A,0
5,CS,"Kotlin, C++, Java","Machine Learning, Data Analytics, DBMS, Web development, Android Development",1,0,72.88322301265063,62.681123161500906,81.49535369757473,Company A,0
5,CS,"Kotlin, Python, C++",Android Development,0,1,83.14341394371799,95.82876698992006,66.4051296073856,Company C,1
7,DS,"Kotlin, Python, C++, Java","Data Analytics, DBMS, Android Development, Web development",0,1,63.00374583221256,87.67274344500203,60.30921069361396,Company B,0
10,Cyber Security,"Java, C++, Python","Android Development, Data Analytics, DBMS, Machine Learning, Web development, DSA",0,1,97.73429194839527,64.86472627278597,76.92453723983145,Company C,0
9,CS,"Java, C++, Python","Data Analytics, DBMS, Android Development, Web development, DSA",0,0,74.60334693137602,62.60183830948562,65.48868926440264,Company B,0
6,Cyber Security,"Java, Python, C++, Kotlin","DSA, Data Analytics",0,0,96.50336871699292,98.99490133724973,66.42061661122764,Company C,0
6,Cyber Security,"Java, C++","Data Analytics, DBMS",1,0,91.22087211028088,87.2469020175802,63.076425549413386,Company B,0
7,Cyber Security,Kotlin,"Data Analytics, Android Development, DBMS, Web development, DSA, Machine Learning",0,1,90.21749090062325,76.69824284374965,68.2037501489444,Company A,0
6,DS,"Python, C++, Java","Machine Learning, DSA, DBMS, Web development",0,0,84.26878319128929,88.0692416302314,88.61936719097557,Company C,0
5,Cyber Security,"Python, Kotlin","DBMS, Android Development, DSA, Web development, Machine Learning, Data Analytics",1,0,85.07135268207378,90.25327145920636,92.35709228871166,Company C,0
9,DS,"Kotlin, C++, Java",Web development,0,0,85.52012940864992,91.19848809555117,78.10134576117203,Company B,1
8,AIML,"Kotlin, Python, C++","DSA, Data Analytics, Web development, DBMS, Android Development",0,0,85.14885548102328,79.1150922261223,80.26215263525671,Company C,0
6,CS,Kotlin,DBMS,1,0,82.14912925593445,77.19531032499393,61.306201383768105,Company A,0
5,CS,"Java, C++, Python","Android Development, DBMS",0,0,99.45656073931556,60.44112337075602,62.77265045485267,Company A,0
8,AIML,C++,"Data Analytics, DBMS, Web development, Machine Learning, DSA",1,1,89.29162269702785,97.06228460567351,70.30270902598068,Company B,0
9,DS,Java,"DBMS, Data Analytics, DSA, Web development, Machine Learning, Android Development",0,1,91.07785553570085,84.13231513555772,81.7559368285259,Company B,0
8,CS,C++,Web development,0,0,94.89851260334697,68.12615748759873,89.58204594939971,Company B,1
5,DS,"Kotlin, C++","Android Development, Data Analytics, DSA",0,1,68.62559050903397,96.78413677685747,84.20012245352132,Company A,0
10,DS,"Python, Kotlin, Java, C++","Data Analytics, DSA, DBMS, Android Development",1,1,63.35216636380243,96.59727607081186,75.68511419947153,Company C,0
10,DS,"Java, Python","Web development, DSA, Machine Learning, Data Analytics",1,0,79.31577746394395,99.56736657464384,64.73296292012553,Company B,0
8,AIML,"Python, Kotlin, Java, C++","Android Development, Machine Learning, DBMS",1,0,80.56322782477093,94.96226252555915,91.23092939548758,Company C,0
7,AIML,"Python, Kotlin, Java, C++","Machine Learning, Data Analytics",1,1,93.16727119799671,99.91137551280259,74.55144206396228,Company A,1
8,DS,Python,"DSA, Android Development, DBMS, Data Analytics, Machine Learning",0,0,77.75134317129343,69.78744752493091,89.44216057931158,Company B,0
6,Cyber Security,"Python, Java, Kotlin","Data Analytics, DBMS, Web development, Machine Learning",1,1,82.83412102177252,93.68998340796936,80.51915367657367,Company C,0
6,AIML,Python,"DSA, Web development, Data Analytics",1,1,81.08283754053834,92.92113235183058,89.54648214247301,Company C,0
10,Cyber Security,"Kotlin, C++, Java","Machine Learning, DSA, Web development, DBMS, Data Analytics, Android Development",1,1,61.528111350295646,69.23761436882936,96.29158245810288,Company B,0
7,Cyber Security,"C++, Python, Java, Kotlin","DSA, Data Analytics, DBMS",0,0,84.60859586387656,63.93750196003963,96.84118064215208,Company B,0
5,DS,Kotlin,"Android Development, DBMS",0,1,93.12173143097009,99.17682054710399,81.40427120002414,Company B,0
6,Cyber Security,"Kotlin, Java, Python","Web development, DBMS",1,0,66.30002192303215,71.84098206082442,80.46033459062555,Company C,0
10,Cyber Security,"Kotlin, Python",DSA,1,0,83.77326935706384,94.83567161871224,70.62713862011348,Company A,0
9,Cyber Security,"C++, Java, Python","Android Development, DSA, DBMS, Machine Learning",0,0,83.74442177785657,60.165086186984155,97.43199326117166,Company C,0
10,DS,Python,Data Analytics,1,0,66.56739856225435,60.840992288784086,78.31676668798484,Company B,0
6,DS,"C++, Kotlin","Web development, Machine Learning, DSA",1,0,64.93854294922944,78.63485234785473,65.10364957149508,Company C,0
6,AIML,"Kotlin, Java, Python","DSA, DBMS, Android Development, Web development, Machine Learning",1,1,99.20207771905939,69.54858735740254,77.30819658506199,Company A,0
10,AIML,"Python, C++, Kotlin","Data Analytics, Web development, Android Development, DSA, Machine Learning",1,0,75.74876678612151,87.59365133743857,65.08213000952016,Company C,0
5,Cyber Security,"Python, C++, Kotlin","Web development, Data Analytics",0,0,69.09686914894117,82.62257302271817,80.10126737028301,Company A,0
8,DS,"Kotlin, C++, Python","Data Analytics, DBMS, Machine Learning, DSA, Android Development",0,0,66.85298177817499,63.09943189801966,82.45102059424849,Company C,0
6,DS,"C++, Java, Kotlin","Data Analytics, DBMS, DSA, Android Development, Machine Learning",0,0,86.7040685433294,66.50513185262868,73.51023045974341,Company B,0
10,Cyber Security,"Python, Kotlin","DSA, Machine Learning, Data Analytics, Web development, DBMS",1,0,84.37781189309115,75.52197080233657,62.86602456925939,Company A,0
10,AIML,"Kotlin, C++, Java, Python","DBMS, Android Development, Machine Learning",1,1,85.7420849194967,67.42416255821733,97.74014142532957,Company B,0
7,DS,"Kotlin, C++","Data Analytics, Android Development, Web development, DSA, Machine Learning",0,0,63.520241100458094,91.68889388975714,90.93412453933718,Company C,0
8,AIML,"C++, Kotlin","Android Development, Data Analytics, Web development, DBMS, DSA, Machine Learning",0,0,95.74138333993747,76.6428094221312,93.55524322020484,Company A,0
9,Cyber Security,"C++, Kotlin","DSA, Data Analytics, DBMS, Machine Learning, Web development",0,1,75.57065587236193,63.73727467369997,74.67473577144918,Company A,0
5,DS,"Kotlin, Python, Java, C++","Web development, DSA, Data Analytics, Android Development, DBMS",1,0,72.53477625721432,79.373716090885,90.43324120077801,Company A,0
9,Cyber Security,Java,DSA,0,1,78.49445788990957,63.633527242456566,79.41491580676777,Company C,0
8,CS,"C++, Kotlin, Java, Python","Android Development, Data Analytics, Machine Learning",1,1,75.60264262990513,65.15749221679269,68.04333953624183,Company A,1
8,Cyber Security,"C++, Kotlin","DSA, Data Analytics",1,1,94.54308012556584,69.58439328112821,64.97693507628853,Company B,0
8,Cyber Security,"C++, Kotlin, Java",DBMS,0,1,97.17043900791569,94.3811082098996,73.80203477288228,Company B,0
9,Cyber Security,"Java, C++, Python","Data Analytics, DSA, DBMS, Android Development",0,0,72.13812865798425,96.98450129331889,65.50208445900559,Company C,0
8,DS,"Java, Kotlin","Android Development, DSA, Web development",1,0,94.5574322983982,93.05030917328276,99.93075904816274,Company A,0
10,Cyber Security,"Java, Python, C++","Web development, Machine Learning, DBMS, Data Analytics, Android Development, DSA",0,1,91.26092518132268,73.36308869671389,61.96755960928088,Company A,0
9,Cyber Security,"Kotlin, Java","Web development, Data Analytics, Android Development",0,1,97.23230689379048,70.89785764435327,77.64574397476306,Company A,0
8,CS,"Python, Kotlin, Java","DBMS, Android Development, Web development, DSA",1,0,69.83001248743551,81.96622763160957,78.08374089561536,Company B,0
10,DS,"Python, Kotlin, C++, Java","Machine Learning, Web development, DSA, Android Development",1,1,83.07836600483917,88.87412642132449,72.02527714326702,Company B,0
7,CS,Kotlin,"Android Development, Data Analytics, Web development, DSA",1,1,70.98178338961779,99.73491152640699,82.85406262827782,Company B,0
8,Cyber Security,Python,"Data Analytics, Machine Learning",1,1,92.96377961937498,65.26282847515705,65.99908096606178,Company B,0
9,DS,"Python, Java, Kotlin, C++","Data Analytics, DBMS, DSA, Machine Learning, Android Development",1,0,60.21296762284257,61.97167996095218,91.35649522348935,Company A,0
6,CS,"Python, C++, Kotlin, Java","DSA, Data Analytics, Android Development",0,1,82.59276651545585,87.77423555981085,73.29790872990553,Company C,0
8,Cyber Security,"Kotlin, C++","Data Analytics, DBMS, Web development, Android Development, DSA",1,0,73.56813725087672,93.28903134015621,83.65370359194567,Company C,0
6,AIML,"C++, Kotlin","Machine Learning, DBMS, DSA, Android Development, Web development",1,0,72.90734828311281,93.85395119465693,88.62556944267837,Company A,0
10,CS,"Python, Kotlin","DSA, Web development, Machine Learning, Data Analytics, Android Development, DBMS",1,0,85.79625295459668,87.13854196308642,95.56168470760645,Company B,0
7,DS,"Kotlin, Java, Python","Android Development, Machine Learning, DSA, Web development",0,1,94.05937797255976,98.16063216476749,93.431497458088,Company B,0
5,CS,"Java, C++","Data Analytics, DBMS",1,1,84.36781565573305,80.44019054178348,84.33236112414238,Company B,0
7,CS,"C++, Python, Kotlin, Java","Data Analytics, Web development, DSA, DBMS, Android Development, Machine Learning",1,0,94.1269191458689,96.5525919334485,75.53572721535548,Company C,0
8,CS,Java,DSA,1,0,70.5838844752412,98.71248547966093,80.12818680299856,Company B,0
6,AIML,"Python, Java, Kotlin","Android Development, DSA",0,0,80.78007419059924,93.88629828012431,90.7493917351521,Company B,0
6,DS,"Python, Kotlin","DSA, Machine Learning, DBMS, Data Analytics, Android Development",1,1,78.02146156268304,72.39034253034482,95.10182170237891,Company C,0
9,DS,"Python, Java, C++","Android Development, Machine Learning",1,1,60.46579598012385,67.84862604681182,64.15127712706688,Company B,1
6,DS,"C++, Kotlin, Java","Web development, DSA, DBMS, Data Analytics",1,0,82.27248572562961,81.92480259927274,75.39425049972215,Company B,0
9,Cyber Security,"Kotlin, C++",Android Development,0,0,86.46097296584699,78.12059001520754,91.04466393654002,Company A,0
10,DS,"Java, C++, Python","DBMS, Web development, Android Development, Machine Learning",0,1,83.67657617676281,95.11033368770933,77.26607050375844,Company B,0
5,DS,Python,Data Analytics,0,0,89.45119595133686,64.00126684268615,73.28911056265136,Company A,1
8,AIML,"Python, C++, Java, Kotlin","DSA, Web development, Android Development, DBMS, Machine Learning, Data Analytics",0,1,82.85358113812308,70.30960245246075,76.45290787293078,Company B,0
9,Cyber Security,"C++, Java, Python, Kotlin","Machine Learning, DBMS, Web development, Android Development, Data Analytics",1,1,62.670010194030276,90.07195778074833,84.11378987145403,Company A,0
5,Cyber Security,Kotlin,DSA,1,0,64.65782096338846,63.79946579909249,99.99220576535205,Company A,0
6,CS,"Kotlin, C++, Python",Machine Learning,0,0,83.8589831017581,72.83057656086801,79.71969716418127,Company A,1
6,Cyber Security,"C++, Python",DSA,0,1,70.99916767894561,75.48621576215933,68.33977899817042,Company B,0
5,Cyber Security,"Kotlin, C++, Python","DBMS, Machine Learning",1,1,63.18580516139063,84.90375186250759,66.51386301116379,Company B,0
6,AIML,Python,"Machine Learning, DSA, Web development, Data Analytics, Android Development, DBMS",1,1,77.18410973794187,66.32530582877459,61.693989899056575,Company C,0
10,DS,"C++, Java, Python","DBMS, DSA",0,1,82.17290392334621,94.42417961398837,82.35268939673286,Company C,0
10,Cyber Security,"C++, Kotlin, Java, Python","DBMS, Android Development, Machine Learning, Web development, Data Analytics",0,1,73.14983953398426,77.90168941865097,81.78288365955336,Company B,0
5,Cyber Security,"Kotlin, C++, Java",Data Analytics,0,0,88.81734808903111,96.68086847522227,68.20935707121237,Company B,0
9,AIML,Java,"DBMS, Android Development, DSA, Machine Learning, Data Analytics, Web development",0,1,85.75082432404979,78.71479654535726,87.81317625810269,Company A,0
9,Cyber Security,"C++, Java, Kotlin, Python","DBMS, Machine Learning, Web development, Data Analytics, DSA, Android Development",1,1,73.31273444366688,71.00161035762933,89.64428166518724,Company B,0
5,Cyber Security,"Kotlin, Python, Java","Data Analytics, Android Development, Machine Learning",0,1,90.19490115634242,65.673153147507,70.36392821528445,Company B,0
9,AIML,"Python, Java, Kotlin","Web development, Machine Learning, Data Analytics, DBMS, Android Development",0,0,85.94780170132142,60.14980378845139,73.76399056118946,Company A,0
9,CS,"Java, Kotlin, C++, Python","Android Development, DSA, Web development, Data Analytics, DBMS, Machine Learning",1,0,85.49781514871609,81.28629939939343,99.61886689389027,Company A,0
10,CS,"Python, C++",Android Development,1,1,82.13710803148273,64.28626787707694,74.97057871402937,Company A,1
9,Cyber Security,"C++, Python, Java, Kotlin",Web development,1,1,60.45558672354211,75.66911054524712,90.43206687024407,Company A,0
7,Cyber Security,"Kotlin, C++","Data Analytics, Web development, DSA, Machine Learning, DBMS, Android Development",1,0,87.86028733907557,83.57087044948346,78.1090170651976,Company C,0
8,DS,C++,"DBMS, Machine Learning",1,0,75.04167164436626,71.02743587610802,91.73379311443904,Company A,0
6,Cyber Security,Python,"Data Analytics, Web development, Machine Learning, Android Development, DSA",0,0,97.70438840634623,67.00897169464461,90.7609295513059,Company B,0
7,DS,"Java, Kotlin, C++, Python",DBMS,0,0,92.7193908430882,90.98886490437366,86.71024100794142,Company A,0
9,CS,"Java, C++, Kotlin, Python","Android Development, DBMS, DSA, Data Analytics, Machine Learning, Web development",0,1,83.50777878125248,97.87164689126482,94.19113385182317,Company A,0
10,Cyber Security,Java,Android Development,1,0,70.08727927277077,64.01761671447863,97.5687397951074,Company C,0
5,Cyber Security,"Kotlin, C++","DBMS, Machine Learning, DSA, Web development, Android Development, Data Analytics",0,1,68.14869573110667,66.22361297540031,83.19933281808335,Company C,0
9,AIML,Java,"DBMS, Web development, Data Analytics, Android Development, Machine Learning",1,1,73.61539350710197,98.40050629010875,69.49875628890983,Company C,0
10,Cyber Security,"Java, C++, Python, Kotlin","DBMS, Web development, DSA, Machine Learning, Data Analytics, Android Development",0,0,79.06271774320075,61.511368872489854,75.945158465763,Company B,0
8,CS,Java,"Android Development, Data Analytics, DBMS",0,0,71.84262040155788,99.10529346201889,90.33222854053173,Company B,0
9,Cyber Security,"Java, Python, C++, Kotlin","Web development, Machine Learning, DSA, Android Development, Data Analytics, DBMS",1,0,80.59717981569932,60.18577932339955,86.03533940495478,Company A,0
5,DS,"Java, Python, C++, Kotlin","Machine Learning, DSA, Data Analytics, Android Development, Web development, DBMS",1,0,66.61481702052744,94.94674622605325,67.11193354260995,Company B,0
10,Cyber Security,Kotlin,"DBMS, Android Development, DSA, Web development, Data Analytics",0,1,99.10851251302,72.29300723950998,62.04958164585699,Company B,0
10,DS,"Python, C++","Machine Learning, Data Analytics, Web development, Android Development, DSA, DBMS",0,1,64.31698219859976,97.54355432709187,87.31846374168259,Company B,0
10,AIML,"Python, Java, C++","Machine Learning, Web development, DBMS, DSA, Data Analytics",0,1,97.27776558617488,72.67781154542342,70.04316096117381,Company B,0
8,Cyber Security,C++,"Web development, DSA, DBMS",0,0,96.5431204561078,86.17225286136224,79.98680974916213,Company B,0
9,AIML,"Kotlin, C++, Java","Web development, DSA, Android Development, DBMS, Machine Learning",0,1,81.01441927277992,63.20130279063746,89.86987090050377,Company B,0
8,AIML,Kotlin,DBMS,1,0,88.99641087344338,69.69319245814955,82.50667122625333,Company C,0
6,Cyber Security,"Java, C++, Kotlin","DBMS, Android Development, Web development, Data Analytics, Machine Learning",1,1,77.44193191890352,90.94717385917002,63.33210332447186,Company B,0
6,DS,"Kotlin, Python","DSA, Android Development, Data Analytics",1,0,85.20138310169753,81.14743414715278,67.42320947134222,Company C,0
9,Cyber Security,"Java, Python","Web development, Data Analytics, DSA, Android Development",1,1,73.62303749684474,97.11876247148179,68.77312736123676,Company B,0
8,DS,Kotlin,"DSA, Machine Learning, Web development, DBMS, Data Analytics, Android Development",0,1,72.04636079141781,77.15005633365416,70.3145701457938,Company B,0
5,AIML,"Kotlin, C++, Python, Java","Machine Learning, Data Analytics, DBMS, Web development, DSA",0,0,83.12919144678055,94.79249463255692,82.61613567802017,Company C,0
10,CS,"Kotlin, C++, Python","DBMS, DSA, Web development, Machine Learning, Android Development, Data Analytics",1,1,79.92518696735921,77.9582174991295,80.15863119301574,Company A,0
10,Cyber Security,"Kotlin, Python, Java, C++","Web development, DBMS",0,1,83.18145476599923,99.16993114807941,68.12640153456836,Company C,0
9,CS,"Python, Kotlin, C++, Java",Web development,1,0,71.46642325148092,98.39337525595508,62.702193738227486,Company B,1
6,DS,"Python, Java, C++, Kotlin",DSA,0,0,74.67831327267982,73.16546822224322,66.85728817898872,Company B,0
6,Cyber Security,"Java, C++","DSA, Machine Learning",0,0,63.355918425156375,95.43694681667213,99.37525250474414,Company A,0
10,CS,C++,"DBMS, Web development",0,0,62.09105489088823,93.90445496862597,78.7418779916589,Company A,0
9,CS,Java,"Android Development, DSA, Data Analytics, Web development, Machine Learning",1,0,70.13828518692065,68.42721589310251,94.6938201880845,Company A,0
8,Cyber Security,"C++, Java","DSA, Web development",1,1,62.96987437322183,84.9716160313308,93.95009866675373,Company C,0
6,CS,"C++, Java","Machine Learning, Android Development, DSA, Web development",1,0,64.15098834538964,62.907292623592596,80.46078229851494,Company A,0
8,Cyber Security,Java,"Data Analytics, Machine Learning, DBMS, Web development, DSA, Android Development",1,1,92.51713621575749,93.46842882333846,88.26750833842175,Company B,0
6,CS,"Kotlin, Java, Python, C++","Web development, DSA, DBMS, Machine Learning, Data Analytics, Android Development",0,1,61.55494788066757,66.98183534013987,67.71008041650849,Company A,0
6,AIML,"C++, Java, Kotlin","DBMS, Android Development, Machine Learning",0,0,86.35771175738971,62.83258805543058,87.53586819707633,Company B,0
7,Cyber Security,"C++, Java, Python","Android Development, DBMS",0,1,70.90230995261602,76.00876382155245,70.89538317053157,Company A,0
6,AIML,"Java, C++, Python","Web development, Android Development",0,1,94.86182722832505,83.07688554398574,93.28248387016603,Company A,1
5,AIML,"Python, C++, Java, Kotlin","Web development, DSA, Data Analytics, Android Development",1,0,79.39969138309998,94.19667834239084,63.3489653243564,Company B,0
9,CS,Kotlin,DSA,0,1,72.22305837311303,98.96970102086945,90.9255469154111,Company B,0
9,DS,"Kotlin, Python",DSA,0,0,80.70555742757739,77.57970050279454,63.99747626274478,Company C,0
8,AIML,Java,"DBMS, DSA, Data Analytics, Machine Learning, Web development, Android Development",0,0,75.27832076181076,62.41787691941081,95.24756947577237,Company B,0
6,AIML,"Java, Kotlin, Python, C++","Machine Learning, Web development, DBMS, Data Analytics, Android Development, DSA",1,0,82.5720425867932,89.96462316103482,72.16818072540015,Company A,0
5,AIML,"Kotlin, Java","DSA, Web development, Android Development, Data Analytics, DBMS",1,1,64.58131473305393,82.6069302489575,86.17573459322298,Company A,0
8,DS,"Java, C++, Kotlin, Python","Data Analytics, Machine Learning, Android Development, Web development",1,1,99.87962011250204,77.91565379377852,79.5000911448112,Company A,1
7,DS,"C++, Java, Python","Web development, Android Development, Machine Learning",0,1,77.02223510786871,72.37075515168759,74.65212581049356,Company C,1
8,AIML,"Kotlin, Python, C++","Web development, Android Development, DSA",1,1,73.92922558829474,80.09594111374142,85.81767332733986,Company C,0
8,DS,"Python, Kotlin, Java, C++","Machine Learning, DBMS, Data Analytics, Android Development",0,0,88.4083939326506,73.54718417828124,97.90091922204951,Company A,0
6,DS,"Python, Java","Web development, DSA, Machine Learning",0,1,74.55597625981329,90.2804747098944,61.650789894984875,Company A,0
7,DS,"C++, Java",DBMS,0,0,93.3309722011503,81.75574785970565,96.75411423532418,Company C,0
8,Cyber Security,C++,"Machine Learning, Web development, DSA",1,1,78.170828974417,95.07391096616448,84.36326620084054,Company A,0
5,AIML,"C++, Kotlin, Java","Web development, Android Development, Data Analytics",1,1,88.7823365306174,81.74175658597768,92.2925720307621,Company B,1
5,DS,C++,"Data Analytics, DSA, DBMS, Web development",0,1,64.29812865767546,69.5304965335972,75.3549981373711,Company A,0
9,Cyber Security,Python,"Data Analytics, Android Development, DSA, DBMS",0,1,93.84476742220447,94.04367528928577,78.87371899350455,Company C,0
7,CS,"Kotlin, Python, Java, C++","Data Analytics, DBMS, Android Development",1,1,89.4287194711244,82.28876179720176,94.75403007204656,Company A,0
7,CS,"Java, Kotlin, C++, Python","DBMS, Machine Learning",1,0,68.46867113847863,68.27364152574245,76.59391879239293,Company A,0
9,DS,Kotlin,"Machine Learning, Data Analytics, DSA, Web development",1,1,65.81144038983146,84.94031239824889,81.3863826699634,Company A,0
8,AIML,"Kotlin, Python, Java","Data Analytics, Web development, DSA, Machine Learning, DBMS",0,1,72.65169394902497,74.3086705976971,60.80779692337332,Company C,0
7,DS,"C++, Java, Python, Kotlin","DSA, Web development, Machine Learning, DBMS, Data Analytics",0,1,99.04282344127617,93.77622449168263,66.34392023352169,Company B,0
5,CS,C++,Data Analytics,0,1,70.27326298268234,78.13198954586171,85.667460318992,Company A,1
5,AIML,Kotlin,"Data Analytics, DSA, Machine Learning",1,0,78.24508835786533,89.05765432429666,88.67907604255508,Company C,0
6,AIML,Kotlin,"Machine Learning, Android Development",1,1,61.200809028693456,63.821448305449486,83.30403747137998,Company A,1
7,CS,Python,Android Development,1,0,75.8891011826493,75.84097385209384,65.73240145102443,Company C,1
8,Cyber Security,Python,"Android Development, DSA, Web development",0,1,82.8528006173241,99.32965745889595,77.81621714311339,Company B,0
9,Cyber Security,Java,"DSA, Machine Learning, Android Development, Data Analytics",0,0,98.1249845003186,92.33841157908594,74.2037906545276,Company B,0
9,DS,"C++, Python, Java, Kotlin","Android Development, Web development, Machine Learning, DBMS, DSA",1,0,80.66944179760257,66.39763209467715,79.82645376140354,Company A,0
8,AIML,"C++, Kotlin, Java","DSA, Android Development, Machine Learning, Data Analytics, DBMS, Web development",0,0,92.76429304710751,71.1105619790902,94.81316138216377,Company B,0
10,DS,Kotlin,"DBMS, DSA",1,0,81.88510570275602,73.19263235425444,91.03445754634608,Company B,0
6,AIML,"C++, Java","Android Development, Web development, DSA, Data Analytics, Machine Learning, DBMS",0,0,61.631400537420724,86.01462241981783,63.359580055566354,Company C,0
9,CS,"C++, Kotlin, Java, Python","Data Analytics, DBMS, Machine Learning, Web development, DSA",1,1,72.60033100759097,90.27979037958622,95.61236791098257,Company C,0
7,AIML,"Java, Python, C++, Kotlin","DBMS, DSA, Android Development, Machine Learning, Web development, Data Analytics",0,0,83.02198031324413,89.9810643523164,78.87068604599294,Company C,0
6,AIML,Java,"Data Analytics, DBMS, Machine Learning, Android Development",0,1,98.02375863724498,80.39496225225611,89.75448579543993,Company C,0
7,CS,"C++, Kotlin, Python, Java","Android Development, Machine Learning, DSA",1,0,94.36521439004933,92.43282151352605,65.60156925057409,Company A,0
5,Cyber Security,Java,"Android Development, DSA, Data Analytics, Web development",1,0,69.13422456715391,77.483123310299,86.82878102828192,Company C,0
6,CS,"Kotlin, Python, C++","DBMS, Android Development, DSA, Data Analytics, Web development, Machine Learning",1,1,68.80439320076654,64.95522261182248,69.45304070437831,Company B,0
9,AIML,"Python, Java, Kotlin","Web development, DBMS, Machine Learning, DSA",1,0,68.04691868455603,82.57767366615253,77.53523588563726,Company C,0
6,CS,"Python, Java, Kotlin, C++","Data Analytics, Web development, DBMS, Machine Learning, DSA",1,0,96.89995585210013,98.09205538404427,60.674514803284175,Company B,0
6,AIML,"C++, Kotlin, Python, Java","DBMS, Web development",0,0,94.10664612406882,91.71974605570045,66.06442551721904,Company C,0
6,Cyber Security,"Kotlin, Java","DBMS, Android Development, Web development, DSA",1,0,90.99533729011796,83.1480259076897,63.68321972494479,Company C,0
10,Cyber Security,"Java, Python, Kotlin, C++","Data Analytics, Web development, DBMS, Android Development, DSA",1,1,75.7094045689691,85.87222641396387,69.58976691753034,Company B,0
6,AIML,"Java, Python","Android Development, DBMS",1,0,80.17522817195066,97.2224810814229,64.00072360097289,Company C,0
7,Cyber Security,"Java, Python, C++","Data Analytics, Android Development, Web development",0,0,78.57326979180611,77.13371177739842,87.67640106478248,Company B,0
5,CS,"C++, Java, Kotlin","Web development, DBMS, DSA, Data Analytics, Machine Learning, Android Development",1,1,70.1359243023749,73.2557655577055,61.161596088368775,Company A,0
8,Cyber Security,Kotlin,"Data Analytics, Web development, DBMS",1,1,80.20112184595068,99.08966260001796,84.70962002499992,Company A,0
6,DS,"C++, Kotlin, Java",Data Analytics,1,0,61.219861914110176,94.53772534041335,65.62831323302296,Company C,1
9,Cyber Security,"Java, C++","Web development, Machine Learning, DBMS, Data Analytics, DSA",0,0,65.27241493989837,72.92174338474409,97.80645828711587,Company C,0
